Competitor ID,Sponsor Title,Link
190662,Tyrolia,http://www.tyrolia.com/
190662,K2,http://k2skis.com/
190662,Smith,http://www.smithoptics.com/ 
190662,Full Tilt,http://en-us.fulltiltboots.com/
190662,Red Bull,http://www.redbull.com
190662,Winter Park Resort,http://www.winterparkresort.com/
